FechaHora,Operador,ShopOrder,PalletID,Serial,Resultado,Defecto
2025-06-04 12:48:45,62012565,000012479270,"('10014117234',)",K1045D25P1006283,PASA,
2025-06-04 12:49:29,62012565,000012479270,"('10014117234',)",K1045D25P1006301,PASA,
2025-06-04 12:49:58,62012565,000012479270,"('10014117234',)",K1045D25P1006281,PASA,
2025-06-04 12:50:50,62012565,000012479270,"('10014117234',)",K1045D25P1006288,PASA,
2025-06-04 12:51:17,62012565,000012479270,"('10014117234',)",K1045D25P1006278,PASA,
2025-06-04 13:13:38,62012565,000012479270,"('10014117234',)",K1045D24P1017023,PASA,
2025-06-04 13:14:07,62012565,000012479270,"('10014117234',)",K1045D24P1017356,PASA,
2025-06-04 13:14:53,62012565,000012479270,"('10014117234',)",K1045D24P1017058,PASA,
2025-06-04 13:15:25,62012565,000012479270,"('10014117234',)",K1045D24P1017321,PASA,
2025-06-04 13:16:24,62012565,000012479270,"('10014117234',)",K1045D24P1017380,PASA,
2025-06-04 13:17:28,62012565,000012479270,"('10014117234',)",K1045D24P1017389,PASA,
2025-06-04 13:18:17,62012565,000012479270,"('10014117234',)",K1045D24P1017190,PASA,
2025-06-04 13:18:37,62012565,000012479270,"('10014117234',)",K1045D24P1016560,PASA,
2025-06-04 13:19:18,62012565,000012479270,"('10014117234',)",K1045D24P1017110,PASA,
2025-06-04 13:19:55,62012565,000012479270,"('10014117234',)",K1045D25P1000162,PASA,
2025-06-04 13:20:38,62012565,000012479270,"('10014117234',)",K1045D24P1017133,PASA,
2025-06-04 13:21:08,62012565,000012479270,"('10014117234',)",K1045D24P1017505,PASA,
2025-06-04 13:21:41,62012565,000012479270,"('10014117234',)",K1045D25P1000053,PASA,
2025-06-04 13:22:06,62012565,000012479270,"('10014117234',)",K1045D25P1000141,PASA,
2025-06-04 13:22:49,62012565,000012479270,"('10014117234',)",K1045D24P1017489,PASA,
2025-06-04 13:23:08,62012565,000012479270,"('10014117234',)",K1045D24P1017039,PASA,
2025-06-04 13:23:53,62012565,000012479270,"('10014117234',)",K1045D24P1017476,PASA,
2025-06-04 13:24:42,62012565,000012479270,"('10014117234',)",K1045D24P1017047,PASA,
2025-06-04 13:25:28,62012565,000012479270,"('10014117234',)",K1045D24P1017477,PASA,
2025-06-04 13:25:50,62012565,000012479270,"('10014117234',)",K1045D24P1017087,PASA,
2025-06-04 13:26:36,62012565,000012479270,"('10014117234',)",K1045D24P1017377,PASA,
2025-06-04 13:27:12,62012565,000012479270,"('10014117234',)",K1045D24P1017362,PASA,
2025-06-04 13:27:52,62012565,000012479270,"('10014117234',)",K1045D24P1017475,PASA,
2025-06-04 13:28:13,62012565,000012479270,"('10014117234',)",K1045D25P1000025,PASA,
2025-06-04 13:28:55,62012565,000012479270,"('10014117234',)",K1045D25P1000061,PASA,
2025-06-04 13:29:21,62012565,000012479270,"('10014117234',)",K1045D24P1017395,PASA,
2025-06-04 13:44:06,62012565,000012479493,"('10014117289',)",K1045D25P1000570,PASA,
2025-06-04 13:44:41,62012565,000012479493,"('10014117289',)",K1045D25P1000460,PASA,
2025-06-04 13:45:14,62012565,000012479493,"('10014117289',)",K1045D25P1000597,PASA,
2025-06-04 13:45:48,62012565,000012479493,"('10014117289',)",K1045D25P1000544,PASA,
2025-06-04 13:46:36,62012565,000012479493,"('10014117289',)",K1045D25P1000602,PASA,
2025-06-04 13:47:19,62012565,000012479493,"('10014117289',)",K1045D25P1000607,PASA,
2025-06-04 13:47:56,62012565,000012479493,"('10014117289',)",K1045D25P1000606,PASA,
2025-06-04 13:48:27,62012565,000012479493,"('10014117289',)",K1045D25P1000601,PASA,
2025-06-04 13:49:21,62012565,000012479493,"('10014117289',)",K1045D25P1000891,PASA,
2025-06-04 13:49:50,62012565,000012479493,"('10014117289',)",K1045D25P1000617,PASA,
2025-06-04 13:50:43,62012565,000012479493,"('10014117289',)",K1045D25P1000929,PASA,
2025-06-04 13:51:09,62012565,000012479493,"('10014117289',)",K1045D25P1000599,PASA,
2025-06-04 13:52:19,62012565,000012479493,"('10014117289',)",K1045D25P1000591,PASA,
2025-06-04 13:52:43,62012565,000012479493,"('10014117289',)",K1045D25P1000547,PASA,
2025-06-04 13:53:26,62012565,000012479493,"('10014117289',)",K1045D25P1000588,PASA,
